ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
18,Maine,2020-04-12,-0.0015390478819498404,-2.26761474520241,-1.611188983467522,2.253199838183464,-4.309840470322423,-1.503229752814813,-0.6077856785213342,-0.8720661811835493,-1.3127714645631976,0.14353953592976548
19,Maryland,2020-04-12,-6.508026665145563e-05,-0.06470442627010127,-1.3836247234904677,-0.045264729164625525,-0.7793502065706549,-0.29717842701867847,-0.017602700210274196,-2.2696597717371065,-1.1531172542936095,0.1435395359297589
20,Massachusetts,2020-04-12,-0.00010300215739487529,-0.03243135939628701,,-0.011862946616194425,-1.4049821806354497,-0.31929738801727475,-0.02836226981161748,-1.984050354565428,-1.4117308430361253,0.14353953592964536
21,Michigan,2020-04-12,-8.230312271329967e-05,-0.06439329941673132,-0.1048244604008654,0.012050680055051902,-1.846720661810386,-0.13951559703446134,0.31770278580254663,-0.78220953831561,-0.9085790612208764,0.14353953592978572
22,Minnesota,2020-04-12,-6.874346563984531e-05,-0.10320772239005128,-0.07892519267241688,-0.8372443448759049,-0.7766136122588946,-0.3185940877420746,-0.028608251751336633,0.06649273663807535,-1.1609905946205532,0.14353953592975355
23,Mississippi,2020-04-12,-4.654969717700925e-05,-0.06267399924820773,,-0.10500702240859916,-0.2732235238952217,-0.7716974547526779,-0.034450397248893885,-0.342551331275532,-1.478952025974817,0.14353953592975363
24,Missouri,2020-04-12,-4.473562243199964e-05,-0.14235095876080925,,-0.028551918374516403,-0.5410326898196116,-0.37087288861180184,1.0777899326123976,-0.38551815226938907,-1.4622033888953996,0.14353953592977095
25,Montana,2020-04-12,-0.0003552108426118845,-1.0760281303805959,-0.6047481540453262,-0.4120980059779299,-0.7283112618715094,-1.378769249257779,-0.22861701678680274,-0.6342482960394136,-0.9500328579321047,0.14353953592975038
26,Nebraska,2020-04-12,-0.000184234722941056,-0.44226689479646414,,-0.47476183992026727,-0.748921204220714,-1.1445294754145554,,6.057772088298124,-1.4560734640657762,
27,Nevada,2020-04-12,-4.564503156271775e-05,-0.13076103704599437,,-0.029776136951344123,-0.27679970487388866,-0.5994896352674381,,0.18423566128391325,-1.18469298061718,-6.9667217016043965
28,New Hampshire,2020-04-12,-0.0011698392010889638,-0.3957130967126027,-0.9136057925555814,-0.23819423155510683,-3.176000165143064,-2.211489514768799,-0.32024589144745286,-1.0193864890143518,-1.9334506757614942,0.14353953592978028
29,New Jersey,2020-04-12,-9.758340732400791e-05,-0.01919280274258535,,-0.13081866085826868,-1.7061561055514114,-0.1467579676292337,-0.009505933383418258,-1.27176215746313,-0.8353945351734542,0.14353953592975494
30,New Mexico,2020-04-12,-0.00019341533503337792,-0.23965109307049481,-0.41980823032777737,-0.2616758119385442,-0.8316343112732744,-0.5333443418151762,-0.0559435485976383,-2.07267943683219,-0.733911491838226,0.14353953592972069
31,New York,2020-04-12,-5.6964076328059276e-05,-0.021720284814525658,-0.19656104223201057,-0.06517846965665962,-3.2115409921299722,-0.050986084410810165,-0.006805126580107105,-6.364681004873389,-0.6455627131424309,0.1435395359297539
32,North Carolina,2020-04-12,-2.2918650486839774e-05,-0.06377719677685162,,-0.14295685914124817,-0.474370831788917,-0.14916356684410828,-7.63739283404883,-0.4246270914809628,-1.0051714827271883,0.14353953592983051
33,North Dakota,2020-04-12,-0.000439900680701161,-1.340482350848998,-0.5719737515460955,-1.5160222654645683,-0.680436538065075,-2.511908785974005,-0.28769881698551464,1.0176367398222859,-1.2899851317504616,0.1435395359297827
34,Ohio,2020-04-12,-4.184693466593828e-05,-0.05266474683031696,,-0.10329164396270815,-0.9707940132399038,-0.16293103265039605,-0.014862665396013339,-0.5674101959859964,-1.2234401338184446,0.14353953592975874
35,Oklahoma,2020-04-12,-5.565837471967209e-05,-0.29740550686516426,-0.07548426324169313,-0.17317092829261918,-0.43394299851673074,-0.43427631324549965,-0.02371626486006045,0.2103204970305224,-1.1088709587526104,0.14353953592975421
36,Oregon,2020-04-12,-0.00013602994059280654,-0.39498093721025507,,-0.09059780788750622,-1.1304867843291462,-0.698901256502739,-0.08162408245644555,0.38038939853318876,-1.897006418758428,0.14353953592975155
37,Pennsylvania,2020-04-12,-6.676063789106426e-05,-0.03428835386068273,,-0.022357952542727863,-1.7014418343699294,-0.25690030932941255,-2.016097602161398,-1.4849375171071688,-2.111557000365216,0.14353953592984292
38,Rhode Island,2020-04-12,-0.000528091083938111,-0.20417968829957325,-4.648178243067796,-0.4338681176849646,-1.101223683308812,-1.0963536700353014,-0.1150263030229961,-1.4242998301573535,-0.7443283099838749,0.14353953592970398
39,South Carolina,2020-04-12,-2.5467525381325096e-05,-0.04182970120510648,,-0.02542358747563204,-0.2581732694605053,-0.3600959855307477,-0.015229716960892146,-0.2128142387364695,-1.1892708744209757,0.1435395359297506
40,South Dakota,2020-04-12,-0.0006027998526930914,-0.9042842574068872,-0.707295478061454,-1.4880253995404897,-1.1313787037058332,-3.0907072637732917,-0.17631272265917408,-2.05031639388136,-1.8022930746815369,0.1435395359297313
41,Tennessee,2020-04-12,-2.274819148363389e-05,-0.07595648610149527,-0.035245050721879355,-0.0502009344394835,-0.30619701162888946,-0.17164257437464964,-0.01964630032828939,2.287468150270146,-0.7536342092491924,0.14353953592975943
42,Texas,2020-04-12,-4.8561724897796005e-06,-0.007549471712067987,-0.007001117849352181,-0.011546799046286112,-0.2784526936236909,-0.07036174115827956,-2.2990485486415686,-0.005872152803340107,-1.3309628854601816,0.14353953592985708
43,Utah,2020-04-12,-7.426164142911547e-05,-0.32923525365954787,,-0.2372210771743227,-0.4720796251472447,-0.7203077896296514,-0.0413065097737173,-2.522858300004755,-1.5150262791655211,0.14353953592975927
44,Vermont,2020-04-12,-0.006903825920091738,-18.358541395882515,-6.842042657383814,4.702447963915108,-8.6025707074589,-3.284620080677176,-0.22668645986448024,-1.0045619150508212,-1.316310631873164,0.143539535929763
45,Virginia,2020-04-12,-4.8265662411008735e-05,-0.08233337662651022,,-0.03607005148028341,-0.8244221375412157,-0.23080200943489557,-0.011974709221796895,-0.4998214183563656,-1.268477998247525,0.1435395359297445
46,Washington,2020-04-12,-6.121724962798393e-05,-0.15873474364409243,,-0.039342276184110354,-0.9173861426615966,-0.3438171969000778,-0.03005080415195464,0.24387533762649496,-1.6798641600643989,0.1435395359297438
47,West Virginia,2020-04-12,-0.000394804951254447,-1.1629177463753768,-0.5724331544732539,-1.068310002595981,-1.4132069660628368,-0.9848554198085294,-5.131485798736223,-1.0867360620725006,-1.1757903300950685,0.14353953592975707
48,Wisconsin,2020-04-12,-5.7950000870807244e-05,-0.20558662240685718,,-0.5601876575166248,-0.6709255401253662,-0.28389533288718144,-0.03281908994033772,0.6173972454533777,-1.0663092381962749,0.14353953592975358
49,Wyoming,2020-04-12,-0.0011714710751739186,-5.459028222389624,-1.57571232836881,-2.910658079271615,-1.3544087677094785,-6.578813189811168,-0.7842685023465151,-5.2193382704038935,-2.496620563542188,0.14353953592976176
50,Alabama,2020-04-13,-2.7384668786047634e-05,-0.06760924216857943,,-0.026664700476493077,-0.2646150078794028,-0.4022607592033282,-0.005857299429563033,-0.08434635504671328,-1.2698537511853536,0.14353953592975216
51,Alaska,2020-04-13,-0.000542238267236733,-3.558620548320148,-2.4736118177220763,-0.3906347309564809,-0.7675410484112618,-0.9156679450650546,-2.1860106173445373,1.0428829831073834,-0.4330686958404,0.1435395359297578
52,Arizona,2020-04-13,-1.4272905585104863e-05,-0.021237500533699688,,-0.010614403400528142,-0.20449841882824227,-0.2776319497359279,-0.0037113051491093414,0.0597082846548269,-1.2950727319719788,0.14353953592975197
53,Arkansas,2020-04-13,-5.592529419447618e-05,-0.15934292250249685,-0.06761980381427496,-0.3528342602687206,-0.33385444218405463,-0.4995494502559112,-0.026175258732571535,1.494999567347041,-0.975051115535249,0.14353953592974986
54,California,2020-04-13,-5.059017348455921e-06,-0.012709430637360306,,-0.0032666446284254497,-0.39360114033101984,-0.030609656870112315,-1.901806931642336,0.05401851822752977,-0.7754858249036753,0.14353953592975335
55,Colorado,2020-04-13,-0.00012237724213254837,-0.14891409678583134,,-0.08391244919786871,-1.3951628644427423,-0.366210470517708,-0.0375595240694991,-0.696791548859067,-1.3523795163772738,0.14353953592975724
56,Connecticut,2020-04-13,-0.00026883613197425894,-0.0799221997898915,,-0.2798660631371991,-1.8867087390953405,-0.342487107451763,-0.023500081414145606,-2.590453103801434,-0.7825437106806713,0.14353953592974436
57,Delaware,2020-04-13,-0.00045805282140362776,-0.33774891922012984,-0.8019343761044363,-0.8674239537998006,-0.8779949228419567,-1.6548357322696485,-4.131390888223889,-3.1142947977334448,-1.0327102479356889,0.14353953592986038
58,Florida,2020-04-13,-4.413259135690994e-06,-0.01147208219987164,,-0.001406189118337954,-0.09266090798942911,-0.07597598179322841,-0.0034669265240834,-0.9221848388039329,-1.0465412880226055,0.14353953592974394
59,Georgia,2020-04-13,-1.3679992318723552e-05,-0.035218827083391455,,-0.00881542513582909,-0.28658489442285806,-0.1588330893074299,-0.006242688835925229,0.1032904476471552,-1.0844432493950362,0.14353953592975266
60,Hawaii,2020-04-13,-0.00031909187186312935,-2.7959146809260798,-2.361196303480277,-0.1191260263204832,-0.8893176757119458,-2.335950547790601,-0.2757457380867483,-0.12604767804277106,-2.119628903110016,0.1435395359297449
61,Idaho,2020-04-13,-8.600849910882432e-05,-0.3836053938889661,,-0.07008223516017222,-0.3011524727778677,-1.341034207653576,-0.07314970761784031,-0.0374233557044939,-1.5409827707819175,0.1435395359297551
62,Illinois,2020-04-13,-3.3791447159067385e-05,-0.02777941821696971,,-0.022313763833980507,-0.8712737202447481,-0.09780896534304923,-1.4598726986390993,-2.818026899436091,-0.7992532303608559,0.14353953592977747
63,Indiana,2020-04-13,-6.838755520346284e-05,-0.07861555511320716,,-0.1120298218243282,-0.9127331661760701,-0.3867470000660575,,-0.7464067292198129,-1.6732052236180088,
64,Iowa,2020-04-13,-8.972621678634898e-05,-0.1712979940080912,-0.10871331309304848,-0.46588306214034614,-0.5789292173692341,-0.6337931106855527,-4.045341185541418,0.5283227655811451,-1.3044368119032914,0.1435395359298177
65,Kansas,2020-04-13,-0.00011451983848169156,-0.5539121930451899,,-0.07574196331110293,-0.6724056706506905,-0.9784145640238403,-0.07575344497031837,1.2482221907115676,-1.8577767695842133,0.14353953592975816
66,Kentucky,2020-04-13,-9.231678733099539e-05,-0.23359718926056372,-0.5830277756654458,-0.07023634869606264,-0.8321046179821979,-0.491732593527629,-0.05038663319757537,0.8579304062584846,-1.4396334917131421,0.14353953592975133
67,Louisiana,2020-04-13,-2.7198811951678875e-05,-0.06387208913695788,,0.005129460150310801,-0.24884023479357564,-0.18558151287250635,2.8165285708539214,-0.24623670009657547,-0.5530954703339381,0.1435395359298668
68,Maine,2020-04-13,-0.001492511515676517,-2.26761474520241,-1.6053832338071374,4.081510564023761,-4.156568170478982,-1.4121492804646236,-0.5945252396567681,-1.2842122624313752,-1.2213331117266886,0.1435395359297626
69,Maryland,2020-04-13,-6.421604547089026e-05,-0.06400651705285632,-1.3281101643539273,-0.04460682584441074,-0.7688106086844485,-0.2959876960641384,-0.0173394635220288,-2.1772726059281395,-1.148413178560352,0.143539535929758
70,Massachusetts,2020-04-13,-0.00010101954876313765,-0.031962468655784865,,-0.011254947186643471,-1.3778007899424185,-0.31685284201811675,-0.027970497445250035,-1.8927702097169647,-1.4008734746657152,0.1435395359296401
71,Michigan,2020-04-13,-7.974805254145159e-05,-0.06241835491882422,-0.1047891943170827,0.03174799614020694,-1.7677286108709416,-0.13906986151604733,0.4437008743005004,-0.7271986619969911,-0.9049035207189184,0.1435395359297885
72,Minnesota,2020-04-13,-6.874346563984531e-05,-0.10320772239005128,-0.07892519267241688,-0.8372443448759049,-0.7766136122641943,-0.3179347584496744,-0.028608251751336633,0.06649273680618151,-1.1582340127516393,0.14353953592975355
73,Mississippi,2020-04-13,-4.629425590383416e-05,-0.06254531729979432,,-0.10252427649848914,-0.27168030674474386,-0.742357315740632,-0.03443596512382612,-0.4668438733042405,-1.4211034105601994,0.14353953592975285
74,Missouri,2020-04-13,-4.4286820307327235e-05,-0.14143967029901952,,-0.028262065886762573,-0.5353187605526513,-0.3706322435664075,1.0777899326123976,-0.3979490932283462,-1.4612058658586784,0.14353953592976873
75,Montana,2020-04-13,-0.0003537077750974055,-1.0389056827338408,-0.6037600091520877,-0.40282612731802714,-0.7243463294150368,-1.3757651024396917,-0.22861701678680274,-0.46694352972078196,-0.9474376729390667,0.14353953592975016
76,Nebraska,2020-04-13,-0.00018398076449415294,-0.44226689479646414,,-0.47294499026571674,-0.7476141685291402,-1.1424267882574124,,5.591461574886757,-1.4526515234354698,
77,Nevada,2020-04-13,-4.532679225322285e-05,-0.13019078222395172,,-0.029559913413745423,-0.2748259243598454,-0.5973872508121761,,0.14349053164661116,-1.1804452884401782,-6.9667217016043965
78,New Hampshire,2020-04-13,-0.0011535914627853205,-0.3957130967126027,-0.9128162120647692,-0.13302374130934275,-3.130716292784593,-2.2047206031030377,-0.31491263305196365,-1.0690872100705662,-1.9273825693073836,0.14353953592977847
79,New Jersey,2020-04-13,-9.48204017514396e-05,-0.019015635313651434,,-0.12522257773484913,-1.6578474949617779,-0.14641243926984315,-0.009329541999395495,-1.2773937765359282,-0.8334276742858915,0.14353953592975396
80,New Mexico,2020-04-13,-0.00019311725759863763,-0.23965109307049481,-0.4145288395676951,-0.26089213467412165,-0.8300018130550433,-0.530130472611592,-0.055875857554527224,-2.1086768065927766,-0.7282792144950974,0.14353953592972094
81,New York,2020-04-13,-5.486732791612796e-05,-0.020983456683433196,-0.19656104223201057,-0.06133894006819146,-3.0590632992555236,-0.05071850560247984,-0.006784805293647399,-5.978474264469073,-0.6416018551817905,0.14353953592974422
82,North Carolina,2020-04-13,-2.2802650588283238e-05,-0.06351238158034435,,-0.1393941693886534,-0.4718254926628244,-0.1489489049589921,-8.643639023936911,-0.4429113903914055,-1.0036382528601167,0.1435395359297972
83,North Dakota,2020-04-13,-0.00043725069126416925,-1.3202840811311969,-0.5708968285929046,-1.445642678326065,-0.675252039817962,-2.499823684275209,-0.28628202378239537,1.5505010951455396,-1.2820843721526471,0.14353953592977936
84,Ohio,2020-04-13,-4.1530847827437085e-05,-0.05217050361771336,,-0.10122572628522336,-0.9631022661437736,-0.1625346310704709,-0.014638552676101339,-0.5160949337291448,-1.2203199492766121,0.1435395359297585
85,Oklahoma,2020-04-13,-5.533805009384997e-05,-0.29451108244031365,-0.07548426324169313,-0.16349999111350338,-0.4312269467219265,-0.4341467315114861,-0.02353535463580085,0.19600332529696668,-1.1085121760824788,0.14353953592975385
86,Oregon,2020-04-13,-0.00013514600665974133,-0.3926025429653286,,-0.08977221411203398,-1.1227087399459503,-0.6943537470687824,-0.08052895408017094,0.3442133721032134,-1.8839562049783498,0.14353953592975144
87,Pennsylvania,2020-04-13,-6.535206672833317e-05,-0.03407037651941932,,-0.017376551497660337,-1.6647857054068826,-0.2549011532557858,-1.5826370358527524,-1.4863339044529857,-2.094809920753764,0.14353953592984633
88,Rhode Island,2020-04-13,-0.000528091083938111,-0.20417968829957325,-4.295878128569084,-0.4338681176849646,-1.1012236833379405,-1.0943349482453828,-0.10528685116877926,-1.4242998302011798,-0.7429577743414562,0.14353953592976273
89,South Carolina,2020-04-13,-2.5423092198304764e-05,-0.04182970120510648,,-0.025341732179902286,-0.25771261793686995,-0.3600959855307477,-0.015229716960892146,-0.24077774953721484,-1.1892708744219536,0.14353953592975044
90,South Dakota,2020-04-13,-0.0005878974475945633,-0.9042842574068872,-0.7058815920569446,-0.9826553631551894,-1.0974856578599184,-3.0683912380274476,-0.1759724338802902,-2.754578687492534,-1.7863975279539566,0.14353953592972596
91,Tennessee,2020-04-13,-2.2702589830238363e-05,-0.07555165346363074,-0.035078582802100404,-0.049843508818404055,-0.30555689342928194,-0.17045792299125473,-0.019546140874724872,2.373689069216659,-0.7482142286828913,0.14353953592975954
92,Texas,2020-04-13,-4.84210360142052e-06,-0.007503228947863529,-0.006988388140205977,-0.011438499840405032,-0.2774251340531959,-0.07003726697239049,-4.021257438965273,0.11432303507415263,-1.3231616268047537,0.14353953592980803
93,Utah,2020-04-13,-7.403941605892047e-05,-0.33926085968537906,-0.0941555034482878,-0.23399756612038775,-0.47048682887013915,-0.716396113702341,-0.04110501806495696,-7.783341510148745,-1.505737739277183,0.1435395359297596
94,Vermont,2020-04-13,-0.006575135290502161,-17.664844515037565,-6.842042657383814,4.908177798583812,-8.17256903173393,-3.249994564954969,-1.299669036556366,-0.9745995999651669,-1.3020900657565746,0.14353953592975682
95,Virginia,2020-04-13,-4.784096258637492e-05,-0.08186535799273728,,-0.03569577168879292,-0.8165675285817414,-0.23025459916041663,-0.011251273907765558,-0.7363843577291505,-1.2652217245309896,0.14353953592975968
96,Washington,2020-04-13,-6.1153415580057e-05,-0.15726837869225901,,-0.03931135747883524,-0.9164183226347198,-0.34368386053706185,-0.031081245442293747,0.2662549413527433,-1.6792064009439056,0.143539535929743
97,West Virginia,2020-04-13,-0.00039260635292551535,-1.1358487651467393,-0.5720000233148335,-1.031113240364389,-1.402112558116852,-0.982385600109255,16.75765340644117,-0.9156404994135213,-1.1717294202637356,0.1435395359297877
98,Wisconsin,2020-04-13,-5.7769634827328294e-05,-0.201809705649829,,-0.5470259180715654,-0.6685562465350003,-0.2833623744791884,-0.03254921519282467,0.6983428535660924,-1.064044062336721,0.14353953592975352
99,Wyoming,2020-04-13,-0.0011671433328818337,-5.164057899870854,-1.5742969522404469,-2.809330928681625,-1.3484707873923378,-6.46286886032874,-0.7737691974221063,-3.650756243521296,-2.4443944311300223,0.14353953592976196
100,Alabama,2020-04-14,-2.7243150183181277e-05,-0.06645524196167925,,-0.026424137467650672,-0.2631816436050597,-0.39809973379068625,-0.005811829468979284,0.08828122171770922,-1.2560985269083667,0.14353953592975294
101,Alaska,2020-04-14,-0.0005389209500762374,-3.1226204466277747,-2.418535922276287,-0.38643717276904316,-0.761590938443723,-0.9117052981787794,-2.1860106173445373,1.2754768605174485,-0.43075814384378147,0.14353953592975682
102,Arizona,2020-04-14,-1.4254321765718737e-05,-0.021133802038343436,-0.1345125308810031,-0.010599206596249135,-0.20423215477584125,-0.277191268350033,-0.003679720734548024,0.12270820735094924,-1.2930170807780161,0.14353953592975296
103,Arkansas,2020-04-14,-5.569245086097597e-05,-0.15743789093014438,-0.06748206694451081,-0.3425562610761417,-0.3322244468616288,-0.4989436257739895,-0.026175258732571535,1.7263364262269338,-0.9736632935414484,0.1435395359297487
104,California,2020-04-14,-5.029807835478987e-06,-0.012583415978238916,,-0.0032480833144915653,-0.3913100215298617,-0.030526648931707024,0.2985972146329371,0.08145526127651549,-0.7733663187507144,0.14353953592978477
105,Colorado,2020-04-14,-0.00012109568390288652,-0.14618672902561375,,-0.08289679007067313,-1.3802708321379156,-0.36479159835342156,-0.037329447815765075,-0.5674428911801985,-1.3470485589839447,0.1435395359297562
106,Connecticut,2020-04-14,-0.00026307756547053174,-0.07814905045585163,,-0.271754206089462,-1.8462947603157789,-0.341247563095047,-0.023442413237035647,-2.407311129677167,-0.7797114941488029,0.1435395359297442
107,Delaware,2020-04-14,-0.0004494071151710105,-0.33591308134651465,-0.7924584040148965,-0.819083116209384,-0.8614228468071028,-1.6463952837229456,-4.024068946740666,-3.337667520314945,-1.0274429349908507,0.14353953592983304
108,Florida,2020-04-14,-4.400002373200695e-06,-0.011251546952926593,,-0.0028663470635569436,-0.1875723752945816,-0.07568568930113063,-0.00341078829674065,-0.06057788692636695,-1.0424935547392784,0.1435395359297491
109,Georgia,2020-04-14,-1.348893972777896e-05,-0.03427085213377974,,-0.008695195502181391,-0.2823753465172896,-0.15795010155817107,-0.006122332415133871,0.16351126888757472,-1.0781218850676053,0.14353953592975227
110,Hawaii,2020-04-14,-0.00031734220797138265,-2.7959146809260798,-2.342031844531399,-0.11698186570187641,-0.884440933068849,-2.3146819523359388,-0.2757457380867483,-0.15572821902622674,-2.100328493899743,0.14353953592974464
111,Idaho,2020-04-14,-8.564365148874291e-05,-0.360608504246875,,-0.06959742970190304,-0.29971741471989105,-1.3374589581429588,-0.07252997976856324,0.19803051967158278,-1.53636865964143,0.143539535929755
112,Illinois,2020-04-14,-3.341918160514579e-05,-0.02738819095778694,,-0.022071150345467788,-0.8608278980863917,-0.09749461899715389,-0.5493026251129371,-2.40758952108329,-0.7964725390770779,0.1435395359297858
113,Indiana,2020-04-14,-6.807908115885982e-05,-0.07709732691714312,,-0.11002179082712815,-0.9084824070534594,-0.38535958120604863,,-0.5121060631047952,-1.6670197476196005,
114,Iowa,2020-04-14,-8.909269196146756e-05,-0.16889615590600168,-0.10871331309304848,-0.4532762767596712,-0.5740002099116918,-0.633334420458353,-3.4744098866023054,1.3849685951911017,-1.3032923351101646,0.14353953592982427
115,Kansas,2020-04-14,-0.00011413490624538127,-0.5346149576643222,,-0.07550746748767317,-0.6696881887824725,-0.9766855001063977,-0.07417367729131985,1.4257941533098566,-1.8538209747072822,0.1435395359297585
116,Kentucky,2020-04-14,-9.214478878562631e-05,-0.2375545067914542,-0.5799553883870067,-0.07000113218467915,-0.8300407222627606,-0.49050583459580127,-0.050231345600553354,0.6688545938770754,-1.4348843689415285,0.14353953592975127
117,Louisiana,2020-04-14,-2.6917370528886995e-05,-0.06017252634981458,,0.00689235635910015,-0.2462274811935283,-0.18269974038099093,1.798736111966228,-0.13398927562503382,-0.544400083853089,0.14353953592983637
118,Maine,2020-04-14,-0.0014660215841055483,-2.2375155403212417,-1.5896247704432367,5.094113427566078,-4.069320861358344,-1.411562190580182,-0.5945252396567681,-1.2856493087252825,-1.2207437150726557,0.1435395359297604
119,Maryland,2020-04-14,-6.356453695783394e-05,-0.06293281056478714,-1.3265995641053139,-0.04413044621400704,-0.7608651448888499,-0.29479996141295645,-0.017002978364010775,-1.7992530717775563,-1.1437209399551491,0.1435395359297585
120,Massachusetts,2020-04-14,-9.917224747336486e-05,-0.031962468655784865,,-0.010650211557711273,-1.352474450998281,-0.3147837790197694,-0.027970497445250035,-1.9687561318474947,-1.3916838013924426,0.1435395359296071
121,Michigan,2020-04-14,-7.723890383207381e-05,-0.059752982669616275,-0.10477659928716031,0.0503889892807322,-1.6901562591068269,-0.1385720053804194,0.41634128936951614,-0.6167861743121018,-0.900798192960052,0.14353953592978316
122,Minnesota,2020-04-14,-6.858724187753097e-05,-0.10237127979526474,-0.07873823811584467,-0.8158978704018358,-0.7745980032083484,-0.31740126536417357,-0.028216579445267436,0.19664109411079747,-1.1560035379535505,0.1435395359297545
123,Mississippi,2020-04-14,-4.606420009880069e-05,-0.06170888463510717,,-0.10046312895047328,-0.2702904527760497,-0.7212235869401885,-0.033757655245641435,-0.19482457299006048,-1.3794350003621143,0.14353953592975333
124,Missouri,2020-04-14,-4.386538416586655e-05,-0.13670097029771297,,-0.028015510866059107,-0.5299532416123317,-0.3679408187166023,1.2804697015547257,-0.268455179811312,-1.450049358094177,0.14353953592976884
125,Montana,2020-04-14,-0.00035263415544420617,-1.0389056827338408,-0.5909141255399886,-0.3950995617681082,-0.7215142348138138,-1.3735566485626112,-0.22150975201622858,-0.48340601239025693,-0.9455298612600846,0.14353953592975083
126,Nebraska,2020-04-14,-0.00018306430575098105,-0.4358161912944511,,-0.46662551320641055,-0.7428974744971976,-1.139545882365953,,6.6757408568017675,-1.447963099445503,
127,Nevada,2020-04-14,-4.5029217833954886e-05,-0.12676925329169572,,-0.02937214034162024,-0.2729803114259622,-0.5944370114300561,,0.20548551027530162,-1.1744845762093332,-6.9667217016043965
